raceId,circuitId,year,round,driverId,constructorId,grid,position,positionText,positionOrder,statusId,circuitRef,points,position_driver_standings,wins,constructorRef,driverRef,dob,nationality,points_constructor_standings,position_constructor_standings,position_quali,prev_wins,prev_points,prev_position_driver_standings,prev_position_constructor_standings,prev_points_constructor_standings,position_numeric
202403,3,2024,3,5,1,6,5,5,5,1,albert_park,46.0,3,0,red_bull,perez,1990-01-26,Mexican,97.0,1,3,0.0,36.0,2.0,1.0,87.0,5
202403,3,2024,3,12,4,9,6,6,6,1,albert_park,9.0,9,0,aston_martin,stroll,1998-10-29,Canadian,25.0,5,9,0.0,1.0,11.0,5.0,13.0,6
202403,3,2024,3,11,7,8,7,7,7,1,albert_park,6.0,12,0,rb,tsunoda,2000-05-11,Japanese,6.0,6,8,0.0,0.0,15.0,7.0,0.0,7
202403,3,2024,3,6,4,10,8,8,8,1,albert_park,16.0,8,0,aston_martin,alonso,1981-07-29,Spanish,25.0,5,10,0.0,12.0,7.0,5.0,13.0,8
202403,3,2024,3,10,6,16,9,9,9,1,albert_park,3.0,13,0,haas,hulkenberg,1987-08-19,German,4.0,7,16,0.0,1.0,12.0,6.0,1.0,9
202403,3,2024,3,15,6,14,10,10,10,1,albert_park,1.0,14,0,haas,kevin_magnussen,1992-10-05,Danish,4.0,7,14,0.0,0.0,14.0,6.0,1.0,10
202403,3,2024,3,13,8,12,11,11,11,1,albert_park,0.0,16,0,williams,albon,1996-03-23,Thai,0.0,8,12,0.0,0.0,21.0,8.0,0.0,11
202403,3,2024,3,14,7,18,12,12,12,1,albert_park,0.0,21,0,rb,ricciardo,1989-07-01,Australian,6.0,6,18,0.0,0.0,13.0,7.0,0.0,12
202403,3,2024,3,20,10,17,13,13,13,1,albert_park,0.0,19,0,alpine,gasly,1996-02-07,French,0.0,10,17,0.0,0.0,19.0,10.0,0.0,13
202403,3,2024,3,16,9,13,14,14,14,1,albert_park,0.0,15,0,sauber,bottas,1989-08-28,Finnish,0.0,9,13,0.0,0.0,20.0,9.0,0.0,14
202403,3,2024,3,17,9,19,15,15,15,1,albert_park,0.0,20,0,sauber,zhou,1999-05-30,Chinese,0.0,9,19,0.0,0.0,16.0,9.0,0.0,15
202403,3,2024,3,19,10,15,16,16,16,1,albert_park,0.0,18,0,alpine,ocon,1996-09-17,French,0.0,10,15,0.0,0.0,18.0,10.0,0.0,16
202403,3,2024,3,3,3,7,17,17,17,1,albert_park,18.0,7,0,mercedes,russell,1998-02-15,British,26.0,4,7,0.0,18.0,4.0,4.0,26.0,17
202403,3,2024,3,9,3,11,18,R,18,1,albert_park,8.0,10,0,mercedes,hamilton,1985-01-07,British,26.0,4,11,0.0,8.0,9.0,4.0,26.0,18
202403,3,2024,3,1,1,1,19,R,19,1,albert_park,51.0,1,0,red_bull,max_verstappen,1997-09-30,Dutch,97.0,1,1,1.0,51.0,1.0,1.0,87.0,19
